710000	873.885
714375	906.197
718750	938.868
723125	972.228
727500	1009.48
731875	1052.26
736250	1098.67
740625	1146.63
745000	1197.71
749375	1255.8
753750	1322.03
758125	1394.34
762500	1475.05
766875	1564.29
771250	1667.09
775625	1784.74
780000	1922.34
784375	2074.98
788750	2247.59
793125	2452.63
797500	2694.45
801875	2975.69
806250	3280.73
810625	3625.88
815000	3982.68
819375	4310.3
823750	4517.53
828125	4543.14
832500	4395.36
836875	4106.11
841250	3756.59
845625	3389.77
850000	3049.29
854375	2752.29
858750	2493.61
863125	2271.16
867500	2079.62
871875	1913.87
876250	1769.14
880625	1643.06
885000	1534.62
889375	1437.78
893750	1350.72
898125	1273.61
902500	1205.01
906875	1142.56
911250	1084.94
915625	1032.38
920000	985.125
924375	942.274
928750	902.476
933125	865.168
937500	830.71
941875	799.319
946250	770.405
950625	743.134
955000	717.274
959375	693.173
963750	670.985
968125	650.288
972500	630.543
976875	611.673
981250	593.968
985625	577.525
990000	562.031
994375	547.127
998750	532.805
1003125	519.298
1007500	506.659
1011875	494.649
1016250	483.03
1020625	471.824
1025000	461.206
1029375	451.206
1033750	441.641
1038125	432.349
1042500	423.361
1046875	414.813
1051250	406.715
1055625	398.929
