250000	2805.32
252800	2967.42
255600	3153.17
258400	3366.06
261200	3607.22
264000	3883.68
266800	4199.96
269600	4574.75
272400	5019.74
275200	5536.03
278000	6169.51
280800	6910.52
283600	7783.18
286400	8781.68
289200	9820.83
292000	10680.7
294800	11087.8
297600	10853.9
300400	10093.4
303200	9073.96
306000	8035.07
308800	7098.76
311600	6292.61
314400	5624.32
317200	5060.14
320000	4593.28
322800	4190.19
325600	3850.14
328400	3562.06
331200	3309.63
334000	3087.24
336800	2891.1
339600	2717.4
342400	2564.27
345200	2428.13
348000	2305.26
350800	2193.5
353600	2091.57
356400	1998.59
359200	1913.22
362000	1834.49
364800	1761.91
367600	1694.82
370400	1632.4
373200	1574.34
376000	1520.3
378800	1469.74
381600	1422.32
384400	1377.91
387200	1336.18
390000	1296.81
392800	1259.69
395600	1224.7
398400	1191.54
401200	1160.1
404000	1130.32
406800	1102.05
409600	1075.11
412400	1049.48
415200	1025.08
418000	1001.78
420800	979.504
423600	958.238
426400	937.889
429200	918.376
432000	899.682
434800	881.763
437600	864.544
440400	847.991
443200	832.091
446000	816.792
448800	802.047
451600	787.846
454400	774.163
457200	760.956
460000	748.202
462800	735.893
465600	723.998
468400	712.491
471200	701.361
