470000	447.212
473750	458.596
477500	466.234
481250	474.318
485000	486.961
488750	500.708
492500	510.896
496250	520.438
500000	534.644
503750	551.5
507500	565.745
511250	578.084
515000	594.639
518750	615.282
522500	634.293
526250	650.915
530000	670.966
533750	696.835
537500	723.11
541250	746.322
545000	772.164
548750	805.288
552500	841.281
556250	874.903
560000	910.58
563750	955.269
567500	1006.36
571250	1057.21
575000	1110.41
578750	1175.29
582500	1254.08
586250	1338.45
590000	1428.24
593750	1535.71
597500	1670.26
601250	1823.99
605000	1994.3
608750	2204.38
612500	2468.18
616250	2792.82
620000	3174.38
623750	3632.48
627500	4171.41
631250	4709.9
635000	5066.91
638750	5063.4
642500	4713.66
646250	4192.11
650000	3652.59
653750	3164.6
657500	2763.54
661250	2448.23
665000	2186.49
668750	1964.56
672500	1781.16
676250	1631.07
680000	1503.88
683750	1390.89
687500	1292.38
691250	1208.18
695000	1136.05
698750	1070.43
702500	1009.46
706250	955.439
710000	908.72
713750	866.136
717500	825.54
721250	788.205
725000	755.461
728750	725.841
732500	697.321
736250	670.18
740000	645.846
743750	624.021
747500	603.115
751250	582.71
755000	563.875
758750	547.007
762500	531.096
766250	515.38
