470000	1476.62
473750	1539.86
477500	1608.67
481250	1687.35
485000	1775.03
488750	1869.89
492500	1974.84
496250	2095.93
500000	2233.72
503750	2386.56
507500	2558.78
511250	2758.49
515000	2993.56
518750	3264.01
522500	3579.91
526250	3949.27
530000	4384.09
533750	4871.2
537500	5404.7
541250	5941.39
545000	6380.74
548750	6596.35
552500	6506.9
556250	6160.34
560000	5650.06
563750	5101.11
567500	4565.03
571250	4096.73
575000	3689.55
578750	3342.47
582500	3041.68
586250	2786.43
590000	2567.55
593750	2377.41
597500	2212.85
601250	2067.51
605000	1938.95
608750	1823.82
612500	1720.92
616250	1629.78
620000	1547.73
623750	1472.99
627500	1404.34
631250	1341.55
635000	1284.28
638750	1231.51
642500	1182.44
646250	1136.98
650000	1095.04
653750	1056.06
657500	1019.47
661250	985.198
665000	953.292
668750	923.434
672500	895.211
676250	868.542
680000	843.51
683750	819.958
687500	797.588
691250	776.298
695000	756.17
698750	737.146
702500	719.011
706250	701.659
710000	685.149
713750	669.476
717500	654.498
721250	640.109
725000	626.341
728750	613.216
732500	600.648
736250	588.54
740000	576.899
743750	565.758
747500	555.068
751250	544.751
755000	534.793
758750	525.226
762500	516.027
766250	507.139
