710000	613.325
714375	629.606
718750	649.61
723125	670.347
727500	689.24
731875	708.429
736250	731.607
740625	759.194
745000	787.791
749375	815.052
753750	843.688
758125	877.897
762500	917.466
766875	958.542
771250	999.623
775625	1044.79
780000	1098.47
784375	1159.66
788750	1224.24
793125	1293.09
797500	1373.88
801875	1469.84
806250	1580.01
810625	1702.14
815000	1842.85
819375	2006.47
823750	2199.72
828125	2436.72
832500	2706.14
836875	3007.34
841250	3354.64
845625	3728.03
850000	4066.64
854375	4268.33
858750	4262.07
863125	4055.57
867500	3739.27
871875	3371.07
876250	3004.32
880625	2681.04
885000	2399.84
889375	2168.65
893750	1971.07
898125	1800.66
902500	1650.88
906875	1522.92
911250	1417.69
915625	1323.97
920000	1238.55
924375	1161.99
928750	1095.2
933125	1036.44
937500	982.688
941875	932.544
946250	886.845
950625	846.331
955000	809.949
959375	775.902
963750	743.563
968125	713.71
972500	686.906
976875	662.442
981250	639.159
985625	616.767
990000	595.911
994375	576.995
998750	559.506
1003125	542.658
1007500	526.321
1011875	511.003
1016250	496.991
1020625	483.901
1025000	471.182
1029375	458.781
1033750	447.095
1038125	436.323
1042500	426.175
1046875	416.255
1051250	406.548
1055625	397.362
