68000	2700.84
69537	2797.45
71074	2902.55
72611	3014.86
74148	3137.22
75685	3268.79
77222	3413.57
78759	3570.88
80296	3744.55
81833	3936.16
83370	4149.27
84907	4386.17
86444	4651.52
87981	4953.02
89518	5296.98
91055	5691.86
92592	6146.88
94129	6685.67
95666	7318.69
97203	8084.99
98740	9014.01
100277	10161.8
101814	11606.4
103351	13427.4
104888	15711.6
106425	18437.2
107962	21208.7
109499	22952.5
111036	22522.3
112573	20204.3
114110	17325.8
115647	14706.8
117184	12582.0
118721	10895.3
120258	9563.65
121795	8494.97
123332	7630.52
124869	6913.15
126406	6316.93
127943	5809.24
129480	5376.03
131017	5001.98
132554	4674.61
134091	4385.51
135628	4130.26
137165	3903.41
138702	3699.61
140239	3515.76
141776	3348.7
143313	3196.61
144850	3057.54
146387	2929.74
147924	2812.47
149461	2704.22
150998	2603.86
152535	2510.73
154072	2424.0
155609	2343.14
157146	2267.5
158683	2196.49
160220	2129.85
161757	2067.1
163294	2007.9
164831	1952.06
166368	1899.2
167905	1849.13
169442	1801.68
170979	1756.57
172516	1713.69
174053	1672.89
175590	1633.97
177127	1596.85
178664	1561.39
180201	1527.49
181738	1495.06
183275	1463.99
184812	1434.18
186349	1405.61
187886	1378.16
189423	1351.78
190960	1326.41
